Session_ID,User_ID,Session_Duration (seconds),CTR (%),Bounce_Rate (%),Conversion_Rate (%),Pages_Viewed,Purchase_Made
108,1699,80,2.478758888821663,41.03388276561717,1.9003406778310679,7,1
109,419,137,1.762532688889376,54.04604035043002,1.584183633243706,6,1
110,2337,1004,1.6738667484483427,64.87804348320512,1.496792849111234,4,0
111,379,115,2.950932306625495,46.850588402172896,2.0151911069059865,5,1
112,1797,304,1.9458144816905798,55.54650939213158,1.3311382009531623,7,0
113,2279,101,1.9829463995052277,55.288338337497606,1.3078773620813116,4,0
114,2089,286,2.141808602752505,46.3102334848663,1.7604068061229359,2,1
115,2183,162,3.300885235660401,59.37329072434083,2.697009907489142,5,1
116,201,391,3.0843805839607135,46.15308375192783,1.4901453558010433,6,0
117,1864,95,2.6418913041628866,54.53051566261922,1.176926586556924,6,0
118,780,166,3.4268112913702247,47.60626057551262,1.2165345960811598,4,0
119,2978,178,1.5277116400395456,50.43627971099358,1.3170445151170034,2,0
120,503,97,2.327941995345695,59.33573335448298,2.1630230873885177,5,1
121,2455,28,2.037911465490219,30.530314042617746,1.3169746469508599,5,0
122,1752,17,1.1154561339820717,56.16996780959075,1.6522907310598933,5,1
123,805,3,2.2315484653318878,57.07168314908761,1.4540222668312541,2,0
124,2147,372,1.7545867600429754,44.2509914694956,0.8434272188156425,6,0
125,2732,48,2.7667504204901547,49.68644712623974,1.3361455850434487,4,0
126,1896,42,1.8024890677808156,40.23794097393207,0.2627691708348401,1,0
127,2774,239,1.7740540153885787,42.00984892586513,1.5875503775158948,5,1
128,1571,69,2.7665344129256524,52.70956599240734,1.7447725310732793,8,1
129,961,126,1.9672730107889143,76.25139416598614,1.0771997365370112,8,0
130,2661,31,2.581438846873578,56.639641904247355,1.2289525831422627,5,0
131,1486,578,2.2121797199616493,41.51685612897596,0.8297402573258877,7,0
132,2691,343,2.218885730651736,57.757951119777516,0.39183413069432116,8,0
133,1029,358,1.8779763135597967,55.80888531691849,0.7469118235236825,1,0
134,503,93,2.251105022853504,32.7313430562039,1.8260021529840014,4,1
135,2815,258,1.9342540940053874,46.8411899515062,1.3428644522491122,5,0
136,398,27,1.5980982761718157,48.57452762138592,1.6046850569532523,1,1
137,871,1,1.9478728423417728,51.180810998987894,2.520473530057745,7,1
138,2843,3,2.6439153943375286,49.68484940819528,1.9993947359833057,3,1
139,393,159,2.268004612795683,51.477669494664745,1.7695178727294987,3,1
140,207,109,2.384220365663383,40.64855001611332,1.2576338109035121,3,0
141,1039,131,2.0007336857210554,46.748700016675706,2.2796959035442246,9,1
142,1882,1,1.0311049219092523,47.34212663100174,2.117626868897454,4,1
143,2940,98,1.389285750790462,61.5996220744106,1.9465645706391927,3,1
144,1485,227,1.8554972232280664,43.02500809583139,1.497539832503382,1,0
145,864,105,1.4324688272413562,47.555137294020305,1.037732584802383,5,0
146,2791,237,1.7378212187046138,46.43998586272086,2.2586580662001117,4,1
147,564,47,1.7197227151428989,65.87375666946666,1.9352575796534839,5,1
148,1021,301,1.734795629936217,56.65165643942378,1.3982149102910078,8,0
149,96,159,2.718584927652056,40.66302308868403,1.3616137829109698,2,0
150,1924,42,1.973510862535235,53.97446657552762,0.889212316477576,2,0
151,1758,48,2.467335079050267,39.88379168086935,1.8801792766292873,2,1
152,2533,178,2.081972472279013,52.60573206030486,1.585241584598121,1,1
153,2279,318,2.7078733038300564,63.66029827277988,1.6988786964882199,8,1
154,2797,96,2.510489802573813,30.43680178925437,1.9651491775381227,11,1
155,1679,53,1.7042420651647163,39.91786298418355,1.8609728882175107,2,1
156,541,363,2.98081473664909,51.55843015561041,1.062509472325794,3,0
157,1060,199,1.7727387964907917,46.03994065331679,1.5111890670321586,2,1
158,2573,106,2.1000003329158305,52.139423010789784,1.7063999387473614,7,1
159,1184,120,2.1885134165151636,49.166685251245916,1.7441240899741086,9,1
160,1723,41,2.2441823801072487,33.19212102447677,0.7048633398032101,4,0
161,1820,177,2.398089947488117,56.2198099402114,0.996983918483319,4,0
162,2626,79,1.6216077906261546,36.65171416921682,1.8286719326469676,5,1
163,2730,978,2.3561676334066837,52.05519072883714,1.8210456809949205,2,1
164,2605,117,2.2905727785043366,45.454982991564094,2.3048437883421595,7,1
165,1598,119,2.0002360173945424,74.01070328237232,0.7249738070777103,4,0
166,2694,150,1.9051282480229694,48.79113128287226,1.9488077584318109,6,1
167,796,447,1.595949177237146,53.50999591769725,1.6881666410859408,5,1
168,1052,290,2.2401755810622266,55.5396892568194,0.9745456344729306,5,0
169,1644,107,1.669765240020852,53.37621530503861,0.6162541323586956,2,0
170,1364,228,2.1189403850998243,49.73318866161587,1.9704554419396736,6,1
171,1982,158,1.9493354885909548,40.09425011791792,1.0082346497392753,8,0
172,1355,122,1.3329196221253872,48.881907176642265,0.8429212245789562,5,0
173,1664,38,1.5332807430635034,31.341142520214174,1.7267655166362712,3,1
174,1530,112,2.202387928886767,54.87558005165364,1.4951684612026241,5,0
175,2039,50,1.737840943015296,79.20490404420612,1.7873161426861246,9,1
176,1497,443,1.7207899157562334,51.76690534230176,1.7152909157457124,2,1
177,2238,73,1.6180262988778238,53.39508013487008,3.172737345799015,7,1
178,1409,547,1.634994238567757,34.48092561867565,1.8617510845218836,4,1
179,1401,137,2.821333258928174,41.84040238213141,1.8297874501678904,7,1
180,1307,179,1.4400304314976915,58.94836688144568,1.0588697004480303,8,0
181,2681,140,2.736451622832589,35.527206268017785,2.2811794170414648,3,1
182,2676,24,1.8346343896008608,42.72018841554054,1.247338608790741,3,0
183,973,84,1.6731227537110618,55.67870362337541,1.044803643544254,7,0
184,1769,18,2.1919117819156346,58.0911433295506,1.3942542106226004,6,0
185,1283,175,2.0265203921352235,48.90935804162083,1.7200534705591228,8,1
186,710,106,1.9012500245656678,51.22698068744858,1.2690867135451387,8,0
187,1480,270,2.1099418152467355,51.203697662768185,1.0617842576097964,4,0
188,1435,44,2.0185990984681337,37.66630518289873,1.0511137727216955,5,0
189,649,32,1.8922011243300798,49.266659977776,1.602857325817845,6,1
190,318,93,2.46783718962537,52.41893794638408,1.780162901798278,3,1
191,1258,470,1.2765116422444198,49.11594925761846,1.8211815906855864,4,1
192,684,223,1.5426675884177934,30.744379822297972,0.7221835730848393,6,0
193,664,97,1.6058924163490425,65.35646035020872,1.0847104659259408,5,0
194,1999,131,1.4710316689955456,39.066273136528906,1.9656058343691363,5,1
195,1632,15,2.0429633046662032,50.72128258475781,1.287893520232239,6,0
196,1496,750,2.2527097795372457,53.21790722436675,1.6013226585491525,6,1
197,1137,197,1.0187347527395394,45.451784494468235,2.813155117890558,4,1
198,1854,60,1.7629734634820968,52.4450878905516,0.37269809179139335,9,0
199,1521,158,1.8391682097254418,42.24730538024637,1.4353773923798663,6,0
200,2490,20,1.8570720219212848,71.47098470543055,1.8539621750783246,0,1
201,564,607,1.357456015066737,47.394922467183605,1.0091289833666,2,0
202,1292,34,1.8433395635861851,58.990096064679136,1.432564896254783,5,0
203,1637,187,1.5444385540649475,39.073715055719916,0.8998753344149517,1,0
204,699,50,1.83281144664934,57.212779118743924,1.7888966255143754,5,1
205,2161,227,1.1401862406672323,42.82793636198542,1.164456400798474,3,0
206,2,269,1.83622028831551,36.06853915953223,1.2846497133468444,5,0
207,642,201,1.6404832020187534,39.34916617350062,1.9483652813379355,7,1
208,2268,171,1.8687594761265558,41.520896872911095,1.7780525941021998,7,1
209,1590,401,2.150396355157237,51.114531972152726,1.9866872246932918,6,1
210,855,14,1.9776324697923897,78.75789884094662,2.378752440885888,6,1
211,1760,72,2.3966976008877787,77.3567570493864,1.5368399046324717,1,1
212,2433,51,1.8196167934018288,46.781478620893,2.558339315636931,7,1
213,1662,796,2.3094424089325463,59.59419586733026,1.5968352859404555,6,1
214,1154,88,2.562493553190082,37.46222927818457,2.1588186383140933,5,1
215,1077,237,2.136879852731977,28.95937662389519,1.4855995901500592,3,0
216,1708,207,1.9896010847338943,50.30585296202751,1.9201749741759118,6,1
217,2778,42,2.207181042089394,55.46289716908982,1.286545656441477,3,0
218,1696,49,2.154541808727229,57.83256184045408,2.1697170832954744,3,1
219,1734,59,2.500621504046629,60.79698183476557,2.075511189100537,7,1
220,1440,95,2.396899729754933,46.69554535400271,1.3931798765868817,4,0
221,2295,48,2.4029136052123867,50.7204143598613,1.578113949904512,3,1
222,836,3,2.022012978780905,58.21238769680388,1.0279066570566586,5,0
223,203,380,2.170613316346242,61.93468428547208,1.9650242876475719,5,1
224,123,606,2.1612631316279836,40.928663502376445,1.9203006790084334,4,1
225,401,75,1.3963102989461478,52.106774107921304,0.8836861514490865,6,0
226,767,74,2.5344580092126563,56.49552889450282,2.585745023132464,3,1
227,294,1,1.1653547350277655,51.47552585907435,1.698780651685892,3,1
228,2328,205,2.3560933288135186,43.77956525557946,1.3838574141157718,8,0
229,2932,314,2.133498048428854,50.03092701675185,2.099353211892724,3,1
230,198,28,1.8578558861153973,55.29729904023627,1.2389796758065936,8,0
231,1931,31,2.195595079413126,42.39348170983661,2.1534821068160706,4,1
232,2800,280,2.2092846631147243,38.027611607003685,0.9118716260272769,7,0
233,2192,172,1.3461000466234618,70.59542821865945,1.3890374249006634,3,0
234,609,8,2.708063141040753,51.8752976030293,1.4562888430650522,3,0
235,1148,175,2.0360690269258335,59.38350313024332,1.2279777802017686,3,0
236,187,66,3.15736615227046,52.0949624772828,1.1316340563781973,7,0
237,2512,82,2.394885514318353,60.5031740603698,1.2565746081567188,7,0
238,1795,264,2.024698673457692,50.79178462974973,1.2338346061597059,3,0
239,660,299,1.6549803570036912,55.871134486556414,1.2654613323562283,0,0
240,2812,92,1.9445802314036358,38.90469642944082,2.2171014618764975,3,1
241,1956,529,2.0749153642913325,32.34878914780769,1.71668034545475,5,1
242,2451,93,2.7327150771638604,45.235221588459446,1.4559676060794091,2,0
243,1370,265,2.613329917155265,35.74206129253084,1.8824985969639592,7,1
244,1987,119,2.2257442412374733,28.830182391516914,1.4523299788866826,6,0
245,1535,410,2.884595584618332,53.0174768174155,1.1029490072748038,5,0
246,147,429,0.991909435199724,32.306385986633565,0.697150109764836,4,0
247,2912,16,2.231393693264154,59.49495655280734,1.9944123858612435,9,1
248,1735,496,2.6278259592602176,64.4118556680592,0.38715076306501506,6,0
249,1844,314,2.2737188857077753,35.57010271237544,0.7456837612419235,4,0
250,489,282,1.3335960105882507,52.8866561654596,1.7523041464615217,5,1
251,2977,40,2.694721566758897,68.57934145361443,1.4913666268555332,10,0
252,1960,294,2.380674281686717,45.28020562202627,2.2295881738380414,4,1
253,1664,341,2.1715059801067302,56.10846455875829,1.17792114088955,3,0
254,2599,61,2.044178995578036,73.92903508064367,1.884712819583172,7,1
255,2386,547,2.9968510340743775,33.228511225005654,1.4117781841379191,10,0
256,2920,9,2.2222587718664757,39.8071588499013,1.774608215174983,5,1
257,641,29,1.8790401706314181,55.640910993814,1.5849709374587964,3,1
258,1803,138,1.5943107495522202,71.72438621558828,1.752013623580804,3,1
259,2521,154,2.378764569604307,42.88783166552032,1.607486371333991,5,1
260,1970,186,2.4931166976378005,74.3573185944189,1.6467498203584534,8,1
261,2199,3,2.0282577772418446,51.31956147396246,0.9557254225143003,5,0
262,1439,581,1.7211107600769615,30.3274433619919,1.537831678256169,3,1
263,1635,8,2.665028299106025,65.90481626072858,1.801325379617627,4,1
264,263,27,1.5562922911515837,45.36376145390001,1.474173800745055,4,0
265,1788,2,2.98472269066599,54.485252785920395,1.449141289082312,6,0
266,2192,150,1.6327330908259843,33.408303124667285,0.558527072652981,4,0
267,2394,484,1.3608509930756663,42.467484153409586,2.2670458109669838,5,1
268,624,197,1.424816651318317,35.031280767593216,0.8161808378550751,6,0
269,1017,311,1.4451395858533829,33.97006437289291,1.1909238658590853,5,0
270,881,2,1.8817019479815762,50.98039597953417,1.1058279368798394,7,0
271,2050,140,1.7659137421995783,55.66777468815545,1.6483759008509666,6,1
272,2945,110,2.5123199124153577,44.532418519879464,1.6709807566959511,6,1
273,1328,124,2.4410374076447403,35.628462101887905,1.8296704824788945,5,1
274,2302,13,1.888244470492155,37.23894326293771,1.8519025606818922,3,1
275,453,207,3.551692202882435,53.716296380330405,2.3617319410553863,5,1
276,1184,125,1.8816194666075035,51.106905705468854,1.3472895735082253,4,0
277,2057,260,1.9482418224685676,53.88074673286384,1.0843727888674548,3,0
278,1683,119,1.3612910259338076,65.58405222606169,1.3825898527712084,3,0
279,2864,29,1.9597298376875147,55.75349547181206,0.9473829016737688,4,0
280,2256,188,2.14870034569555,54.090293980124954,1.3273758667393458,5,0
281,1155,34,1.4078895530530944,73.68716465194751,0.7244679799908237,3,0
282,404,370,1.7506542875951525,47.25215564199932,1.082139421985256,4,0
283,2200,170,2.1635053649878064,73.83675380738202,0.6562654693934806,2,0
284,2102,30,1.737582260449615,64.23883690156067,2.1042577636236683,2,1
285,1697,590,1.6329204138145272,47.020745910430065,1.555546596530855,2,1
286,628,131,2.3910665071019714,58.04838841171484,2.440158553422087,4,1
287,587,13,1.3589430944334682,47.847991391816514,2.0552811376656335,1,1
288,1649,177,1.4560388107031719,35.636045908548596,2.104601274038191,6,1
289,1444,52,2.0886896702921396,49.919607448783886,1.4301598613857285,9,0
290,1446,293,2.423079631370142,35.32873670341488,1.7450157881646218,7,1
291,104,306,2.15276198311331,52.3296475174492,1.0517949639633717,7,0
292,254,694,1.8880563723218946,58.00479839192052,1.2338158218866906,3,0
293,2558,125,1.847305690397954,47.83093505205538,1.507005103984941,6,1
294,1497,109,2.5052209414132682,52.309574510554484,0.6304199026944682,4,0
295,99,252,2.4295007164853413,52.14391648286885,1.2467522587726698,9,0
296,2201,25,2.024924625921453,58.443495872916,1.896475351923172,7,1
297,1885,142,1.861190650431741,50.89475521864192,1.2549068572183841,5,0
298,2962,142,2.0176360963226516,46.852736924614796,1.1318756420968803,2,0
299,1920,16,1.6364012757034627,57.98940395398388,1.3077741211018918,4,0
300,878,97,1.92491217430255,51.585581857293356,1.8740204026349367,4,1
301,338,345,1.7552316640047174,28.644431714676706,1.680486910470514,1,1
302,2870,349,1.94957759081077,46.4971346060598,1.3873564628340334,10,0
303,957,18,1.7731578651695492,44.82828723043867,1.5088148408695683,5,1
304,1705,17,2.261975936969,51.474592403975464,1.9285143684096144,7,1
305,161,54,2.409202699924718,50.39990647464107,2.1536944102521134,4,1
306,1604,373,1.810142089892656,30.496410071063732,1.2626121460762672,6,0
307,2849,24,1.5940601655666344,35.0827831154637,1.4587766473664772,2,0
308,398,229,2.3558108670920865,40.47139503194147,2.1224188246566214,8,1
309,1301,19,2.0923794063942207,50.64455083227994,1.7614370099273486,4,1
310,816,175,1.816631960741489,60.73841827951602,0.7985422387525177,3,0
311,1528,79,2.6877759566816035,33.96356269127405,1.0534126995582425,4,0
312,1920,279,1.7174828697667532,43.27885048762459,1.0689484080747693,5,0
313,1416,47,1.0035318421599118,49.51525822289527,1.2921578348564442,3,0
314,1159,183,1.6460203146840011,40.686010009940475,1.6849172206539946,4,1
315,1219,48,2.8091892384456565,50.87380312552962,2.442611963399084,3,1
316,401,225,1.8411481344665963,56.40274948513402,1.4585135471741932,3,0
317,640,372,1.742280354282021,42.43188874317403,1.829758464021899,7,1
318,2736,24,2.0133015606267817,53.27583472177496,2.06690669504854,5,1
319,460,362,2.505531543946451,48.85480796708443,2.243408731485104,6,1
320,955,162,1.9585500046414208,38.50898047403198,2.0674119529968746,9,1
321,470,24,2.29567379095432,48.591183774933036,1.1265270795369489,7,0
322,1046,100,1.9053668845315959,54.566659726899566,0.7746547234490748,6,0
323,2798,31,2.299605585573183,64.13743004762844,1.1856885917185225,8,0
324,1694,216,2.090131396950756,66.44243742897586,1.5842422858326288,3,1
325,2086,256,1.8010041125553888,44.32315271924344,1.1284846869941192,7,0
326,2278,20,2.129045988300668,43.72053918556004,0.6874448686543505,5,0
327,563,126,1.7287450461426332,50.40390126778545,0.8923176109842393,10,0
328,2486,303,1.3109058240834472,44.57303012595625,3.0032900903733615,5,1
329,1800,495,1.9900561030739305,62.13032502217007,1.3903518367397778,8,0
330,2075,129,1.3553128210550753,51.006907388599075,2.4000665202013933,11,1
331,226,540,2.298714767764444,50.55243510575909,1.382633774138487,4,0
332,798,138,1.9812546141375902,56.433077805035644,1.8963114466497273,4,1
333,2332,90,2.7116459742119168,51.59836176173211,1.4284062199869725,5,0
334,2927,339,1.8348814444878767,53.052446480541334,1.5036563895711823,4,1
335,960,122,1.989986401578238,52.631909745697456,1.8891999355902174,5,1
336,1505,114,1.2651869744267432,48.553620052124344,1.2987795835782847,5,0
337,453,121,1.447953344414727,40.97561638838494,0.9029245958468995,12,0
338,816,337,1.1606386188257367,67.5902201520372,1.0973989495853775,4,0
339,659,321,2.538746905573082,40.94266288882699,1.0947002152398781,1,0
340,547,93,1.7702228425029405,66.54230518279952,1.5418864994666976,7,1
341,1216,72,2.6635398756967024,53.41442622764403,0.5519970556127235,5,0
342,17,121,0.6596944329630825,43.98416020451288,1.6526059015396888,3,1
343,1244,153,2.774037199272054,55.548575935630105,2.1331491318367277,3,1
344,2206,49,1.9659885546475608,57.85916086903764,1.245977373093814,3,0
345,2525,284,2.1699236944826654,67.18201631418677,1.1726839769458755,6,0
346,1070,119,1.4685286349084157,36.84355232179517,2.4836625608244915,7,1
347,2566,73,2.2636449594186634,48.59996901268528,2.235989499881081,6,1
348,2147,20,1.8130429269723947,63.77209807148872,1.7137879734601502,8,1
349,1769,49,1.4030228889773835,57.46552851653579,1.1262386488557417,7,0
350,1061,536,1.3961668235490325,54.860175071658254,1.791931371734382,4,1
351,2328,65,1.38732478170885,64.78487651148633,0.9957431243478765,4,0
352,2545,33,2.190119797898415,48.20059344615856,0.8385225288597616,5,0
353,302,111,1.6821841920692011,26.019651895470002,1.7260893158101562,3,1
354,181,66,1.1799531221450814,46.33492199225171,1.260863345550663,4,0
355,607,6,2.184649757018854,70.11756445879286,0.4883671785057466,2,0
356,700,70,0.9136352383986679,52.98475956906891,1.7933816910484903,4,1
357,993,141,2.6645360484970477,41.57569494568877,2.230086734982743,4,1
358,1140,144,2.9932052881366262,63.3412946807721,1.8298147936568836,6,1
359,191,79,1.3437881622366308,58.4486290377519,1.2505972721014365,12,0
360,2301,106,2.5262253158070216,51.470117508661566,0.4298175848384753,4,0
361,981,606,2.174549001202752,55.85132039263763,1.5731761233547878,1,1
362,2976,85,1.74998066172536,39.82745099776275,1.1715520517515166,2,0
363,2007,53,1.7733137896850812,46.37901605708045,1.0493736499156405,7,0
364,1185,50,2.327239156455054,49.35068771728694,0.5266200822700686,3,0
365,128,110,1.9800246011982707,60.99172297350317,2.4385011216977213,6,1
366,2066,256,0.7028954213465772,44.51253222639881,0.9514024841809849,4,0
367,1817,41,3.0365072015017613,49.74250296250422,0.5892036938215655,2,0
368,1759,222,2.2165870929924023,64.40991493498029,2.3473208801160053,6,1
369,2614,3,1.9739946095914773,75.24326967559671,1.5155311708830483,7,1
370,570,97,1.6407883801575782,41.293612729813894,1.4379787372463118,3,0
371,1347,269,1.9055197481667845,51.39957589704526,1.654698999074679,5,1
372,1896,74,2.6345936294255954,34.92047085721846,1.7178442327647505,6,1
373,2734,149,2.1308092172731006,49.85499071188179,1.606614011502242,9,1
374,626,41,2.1876873122240026,47.09895549684741,0.7466218505196839,6,0
375,2902,243,1.3754146901765547,62.510329684557554,0.7078666570967304,6,0
376,1687,9,1.8251848618866389,38.270943642582765,1.1355130910706068,3,0
377,155,344,2.025525753371674,36.90016963844057,1.244948390076416,4,0
378,2538,39,2.3482831717287707,65.2093472858572,1.3199849918565887,6,0
379,1410,373,1.7920918950606728,43.668677902696004,1.614281708057021,3,1
380,785,78,2.463934382737607,51.974311415682365,1.360216160307863,4,0
381,246,230,1.427823395827279,52.950445672486495,1.1596519746976666,5,0
382,1501,69,2.034768161543481,42.126843777684066,1.697355987901983,7,1
383,1706,425,1.951192560550773,42.13749048814626,1.8569135631649512,6,1
384,2807,24,1.2422367693072052,61.26909684703219,1.0956064675420276,8,0
